vehicle_id,person_id,vin,make,model,model_year,body_style,risk_rating,lob_type,garaging_state,garaging_postal_code
0f4fc41a-410f-9a9b-caec-a5126413af5f,af063a6c-5222-daa5-af8b-0c7d84d2e5b3,X0A6DVHFX0Y3X5EDF,Ford,Focus,2008,SUV,Medium,Personal,OR,97249
409f7dd5-4d04-bb0a-ace1-52d1fbc05078,2468f965-cc47-93b4-375f-79c32580d8ad,N5MLYL1FDYEL5E550,Ford,Maverick,2012,SUV,High,Commercial,AZ,85199
27afc500-220c-50bf-641d-68c43622cbc3,90fc7d59-077e-bad6-8194-7f949299ed6d,1AZ1B3BCS1JAJS5EP,Subaru,Outback,2021,SUV,Medium,Personal,WA,98569
286a4390-09b9-a224-bbe4-c59f5b784f02,592d2bd1-8893-d8af-5a30-6b3a251c05cc,UFY6X8ZDN3CKGW8LJ,Honda,Civic,2017,Sedan,Low,Personal,AZ,85256
e2d8b161-10f6-5e0b-e44d-6e079b79ce8c,71cb2fea-b436-d9ea-31ad-e4599bca7af3,1Z6FFUAJVFJX3SYS9,Honda,CR-V,2010,Sedan,Medium,Personal,AZ,85245
81e917e4-13bf-0389-bde4-0fee110ed94e,db81e906-6f15-f570-7e77-79e3923af488,N2HCZJZSY5P97M0CC,Honda,CR-V,2019,SUV,Low,Personal,WA,98560
332ff9ce-555e-8af4-1463-6fb9c8692c0f,be3655cf-bbf5-ab88-7df9-0c97f27f622b,V7Z2N5XFN6HD2MZVH,Subaru,Outback,2013,SUV,Low,Personal,CA,94945
a0a83ef8-4fbd-9644-4d07-ad9923baab23,a3e93cf6-678b-1c9f-3607-f3695b84e935,237RJJYY4NWGNC0B0,Toyota,Prius,2021,Sedan,Medium,Personal,CA,94602
ab663eee-98b9-2006-b7d5-ba9b8f5c07ad,635dc218-ca53-c04c-4c8b-3915e052b9d2,A2VFBTFTZJVELJU1Y,Subaru,Outback,2008,Sedan,Low,Personal,CA,94822
11a9a1b2-0d7e-ccd1-4c2e-1a7c923148bb,18dc077b-2a64-20c6-a2b6-3056c11d21f5,448FMR0JWE703C881,Chevrolet,Trax,2017,Sedan,Low,Personal,OR,97038
e1e3c177-31a0-b9a5-7237-1463fabad28e,d9927117-fe9c-8904-474a-1e52c13ea741,G31N7D53G81ASWJDK,Chevrolet,Equinox,2009,SUV,Low,Personal,OR,97412
0c868dc9-3f7c-2301-c003-a0fea3c32c43,60500a7c-d206-e828-185a-a302801e1f32,0EJDW9NCWWSRBPMWT,Ford,Focus,2014,SUV,Low,Personal,OR,97563
1bdb67ef-9559-d9dd-a432-ff064ba4e40a,f543b677-e493-a391-ec14-9ee25f1324e3,5BV4YKA37XYG7K1ES,Subaru,Forester,2022,SUV,Medium,Personal,CA,94734
ba1f3594-2776-6210-3f68-053539fa6713,661b15a2-e152-57a8-20f0-0627bc09d7cb,ZTBS9D2L38WPWFN5Z,Honda,Accord,2016,SUV,High,Commercial,WA,98218
065ef5f1-c97c-81fd-87ba-729f59af8da2,bbd5d2c3-6cbe-7641-c293-6c0eb8c15dde,7A498EX2MP92FGBMV,Honda,Accord,2016,Sedan,Low,Personal,AZ,85204
5b4a6183-e209-4385-9f69-b88acd5d0057,dcdfacb4-6eb8-51ac-9fa4-90f107d9ea29,501KSFSJWX3ENYCPU,Honda,Accord,2011,Sedan,Medium,Personal,NV,88985
ce470966-e92f-fc6d-9cc2-52b287391df7,4797ad65-a6ef-d81e-fdfc-b2ef7fcff757,7KC3EMT6EMEY63MGN,Toyota,RAV4,2008,Truck,Medium,Commercial,NV,89038
bd2e292b-f2b0-8344-6b68-7c886d768408,39f1da24-395c-e96f-4f4f-301739737cb2,CN97PKVTHVX445P73,Toyota,RAV4,2023,Truck,High,Commercial,AZ,85207
0ae7665a-1599-e05d-f366-783918c6d02e,512868f8-1e84-af90-c0f2-0e212d089c99,2CX9ZCHYZF2S3Z3JT,Ford,Maverick,2016,SUV,Medium,Personal,AZ,85285
6e2b7320-ee0d-9246-2a05-c0b63892d249,35f51b7d-3236-3ef8-ea29-21ceb3a789cd,BY71KA3W6CR65H1J6,Honda,CR-V,2024,Truck,High,Commercial,NV,89058
b391ba81-00e3-ee53-3a48-2355696dce1c,a708557a-00c1-dff6-94b4-0f62694accac,LVBAT9DABGHJGFS2Z,Ford,Focus,2011,SUV,Low,Personal,CA,94920
dd21682d-0e56-9454-dfb0-0558c316b000,170e3b83-c71d-9cfe-9516-87bbc93504f6,ZVJEKMG5J85Z9WR8Z,Toyota,RAV4,2024,SUV,Medium,Personal,CA,94861
9f965228-5594-1959-1ff8-5e6f504851f0,11d27805-255c-887a-ff01-819a5f2d5909,X4LMR5H3DY2LGVL08,Subaru,Outback,2021,Truck,High,Commercial,CA,94845
69b77677-2a60-34e0-0146-a51555d3a70c,888464e0-592d-b7bf-7304-1a67ed0c679f,4YR8XCKEGJF71JFB3,Chevrolet,Equinox,2009,Sedan,Low,Personal,NV,89118
9b86b9be-46d7-ee49-caa2-56bb3f59ce97,f9eb109b-077f-7738-ed23-e88bdfd859a8,7WVA0FNYK0EM0JGLN,Ford,Focus,2023,SUV,Medium,Commercial,OR,97269
6acaa2a7-cd6c-2e74-48f9-ed1c01730499,16fcfdd1-5719-cd56-dca5-c6d0403d30b8,H9ATB8SUMWNXA5F5M,Toyota,Prius,2016,SUV,Medium,Personal,WA,98096
60f5104f-5a28-f068-f589-d25a913f572b,eee125c6-cbb3-ae0a-26a0-6b352afc4688,ZBKWDZS69LHFUJHSE,Honda,Accord,2010,SUV,Medium,Commercial,OR,97237
537c0506-9d72-8c9b-0248-efd528c277a3,d792d28f-01c9-c70f-feab-3e77a86580a9,GNTFZL8WNTF2AGHNV,Honda,Civic,2008,SUV,Medium,Personal,OR,97446
8f7c1de1-4db7-89cf-6852-c0ca37060236,2ee0c3b9-b1a5-8736-0243-8ea527e200b6,ZAHVH8AZTA9FALWDD,Ford,Escape,2022,Sedan,Low,Personal,OR,97069
b6f2de42-aaec-757a-7520-22b88665337b,3573ba7c-a7a5-1595-79e4-c5d2043db243,278WEF3M2LZ9VBE3L,Subaru,Forester,2021,Truck,Medium,Commercial,OR,97367
910a7561-0cfd-08ff-ccc6-341dca7efb69,96dd33db-8c2b-8354-7733-f3dc142d5116,764XG131KYMJ4133Y,Ford,Focus,2012,SUV,Low,Personal,CA,94907
c87a3d35-190b-7420-32e1-711d145814eb,aa45a098-c90d-378d-a797-011bd9c7fc56,P208U03LYX0Z45FWM,Subaru,Forester,2016,SUV,Medium,Personal,NV,89084
fc5e6a3a-e04b-2f4a-cc09-b6f48587192a,65556f27-5132-a7f3-077e-d8da88d944ec,P0UMR74A6PRDS7N8M,Chevrolet,Equinox,2011,Truck,Medium,Commercial,NV,89142
d99518ab-e788-716f-fdac-1e9383d40327,28b572e2-ea2a-29e5-458e-cee4db7c50dd,14VMR6LBPXW66RJLG,Chevrolet,Trax,2016,Sedan,Low,Personal,WA,98033
9afc4e82-9fcd-e814-2e71-6ff4da2b4a83,3500948d-6abd-f8f8-c394-dac4f81d207f,8K0WTL1XAERA0V67H,Chevrolet,Malibu,2016,SUV,High,Commercial,NV,89174
0aa65745-0c6c-93dc-c9d1-83bcd845162d,4813975a-acdd-3598-b63f-a0b46848b2a4,H8ZHCJ05DGLDGMP5L,Ford,Focus,2013,Sedan,Low,Personal,CA,94756
246f1136-8737-c047-daa3-48cfbf850ab7,ed2b34e5-93a5-e088-b6bb-b5486055d5c8,8AWPD21Y69B5X1L0Z,Ford,Escape,2023,Sedan,Medium,Personal,OR,97108
b7bfd5e9-7332-f49c-c5cf-42c0ce054b60,5b35fed1-223d-5bd6-6096-653da347de58,F0S1UJ148MXPYWL95,Subaru,Outback,2022,SUV,Medium,Personal,AZ,85165
513ffefd-2617-fa91-27a7-60ce156d70a2,00251839-9c4b-55d6-9678-61882e24b690,RYT5XG5ATH85TF691,Ford,Focus,2016,Truck,High,Commercial,AZ,85072
6fa1b3de-888f-95b5-cbba-fa33e6738318,300c64c5-6fda-27c9-3638-9d71355e12d5,KJN2K01HV1RZCPLVW,Toyota,Prius,2011,SUV,Medium,Personal,AZ,85077
6f81c6c1-b306-12a4-aed0-7dfd2ff7c834,a9a194e3-bc67-b9d0-a56f-039fcf1375ee,LDAC9WLNCBR2X8YPJ,Subaru,Forester,2022,SUV,Medium,Personal,NV,89043
973bf421-b456-7119-c368-c088ed03dc15,81a1d8fe-8823-2761-d903-05039c6a4778,P85EAUUKHWHKUJSSD,Subaru,Outback,2016,Sedan,Low,Personal,OR,97295
04dea3c5-7a13-c301-351d-9b2e7838db84,0c0f6c5d-daa4-e89f-2750-976fd1c0984b,MUMYX0YH37ZZE6L53,Ford,Focus,2021,Truck,High,Commercial,OR,97513
1044b64a-0633-50f4-741f-4bd6d92aa36e,895cbe57-cd0e-0bb3-b191-bfd35fbfa7f5,5WSZPKTY2DPKV33NR,Toyota,Prius,2010,Sedan,Medium,Personal,OR,97283
234362a8-b1de-4df4-d269-f684fd320ca2,e96cfc20-2310-7507-5833-f10c13df0283,M7P21899V0N3Y3Y4J,Honda,CR-V,2016,SUV,Medium,Personal,AZ,85205
bab3eebc-1b7b-160e-1510-5e65671d8478,75a7f669-c060-0960-3ad4-4ed2f9f9da5a,J32AAGUF0XFY979R6,Toyota,Camry,2010,Truck,High,Commercial,WA,98599
e759dc83-4302-40f5-45fd-a468d1cb148b,9241c6a0-a013-3dad-c4a2-5db5020e2e84,NGVWP73BTE1KHXBHG,Subaru,Outback,2023,SUV,Medium,Personal,CA,94734
3f7f2b48-ee71-fe12-b695-fd7b01e3ed61,e7d3b260-6c2e-7324-c456-292b76a55b2e,FRCK40RLWL0BV0FU0,Ford,Focus,2013,Sedan,Low,Personal,AZ,85168
63b0c58c-80bf-25eb-51be-f229772afcc3,037fcd71-09fd-a789-70d8-8e91519ca39a,V7BHVZFK80EULKUTW,Toyota,Camry,2022,Sedan,Medium,Personal,WA,98460
92ab4376-eade-aa65-4fd8-fa32db310ef4,09d869eb-15ad-c0e6-3774-ddfd10c4efd5,REVE73UMNMMYMRVMV,Toyota,RAV4,2011,SUV,Medium,Personal,NV,89051
fba68e03-b3af-3f7d-747d-a23c4ed4b5b1,a086771c-4aa9-5631-6ec2-1717310ed78b,9L7BA004MZ96CS4BB,Honda,Accord,2008,Sedan,Low,Personal,AZ,85206
aae2c075-8a22-ffa3-9fe8-8faa355367e4,22609589-84a7-edf0-e9d7-ce98befd407f,C1VM3B9WCG2VW54DN,Toyota,RAV4,2015,Sedan,Low,Personal,AZ,85278
7c96cadc-4a67-43cc-dd2c-ff8c32a42a69,b942939d-b426-9211-57ad-77e3f3329ffc,X6F0337PJF9DK8398,Honda,CR-V,2010,Sedan,Low,Personal,AZ,85126
485fa3a2-af4a-9292-e810-1ee72ab8c046,cad48596-843d-1f21-d357-7e645e248e83,H1ESF8E5CX2SFTXT4,Subaru,Outback,2014,SUV,High,Commercial,WA,98024
254c68b2-a9c3-e70e-0cec-58eba3c26ae5,b7e4018c-4952-b255-e29f-93f865774705,TGB7KSBTTFGGW29SX,Chevrolet,Trax,2012,Truck,High,Commercial,AZ,85147
79bf4d13-b408-229a-8e7c-add879b457d4,b5086596-bb09-52fa-2361-c56f3076c144,S66UZ2HZZK1NWDFNH,Chevrolet,Equinox,2010,Truck,Medium,Commercial,CA,94873
079d220e-903c-3605-0cc3-dfd46099ea35,c1a36935-01bc-a6d6-b92a-1b3f51f66557,D6TKKWFSPGHUCCFGJ,Chevrolet,Equinox,2012,SUV,Medium,Commercial,WA,98384
99fc71f7-0712-2c88-e313-718d66b87815,18fe7234-2d66-2ae8-34df-1e8e6f253888,BHY12N27A4VB9ZK2W,Honda,CR-V,2012,Sedan,Low,Personal,OR,97397
4d6f0088-21ad-4433-6539-b0e409f1770b,ce5ad660-935a-b255-cf80-dd27b88e9a72,91Y1LU32H279T5U67,Toyota,Camry,2009,Sedan,Low,Personal,WA,98400
6724b61a-1548-1d91-1b64-56a3bf7b2333,da5a1dcc-7029-bdfd-f611-39cc54bec7d8,273ZLDGADYZMEGA64,Chevrolet,Equinox,2021,SUV,Low,Personal,WA,98322
65ccacce-492a-c722-8167-dc5573a7dc00,936811af-3619-df7c-65e0-bcaeeea06d56,1LPBG8YZDVE1UC0UA,Chevrolet,Equinox,2014,SUV,Medium,Commercial,AZ,85180
16bc7469-1ad1-bec2-55d4-918c5e54f041,c0c762f9-d710-c7ac-d9e9-eebcb36c05e7,HX9D9VD1V21RCFKMD,Honda,CR-V,2014,SUV,High,Commercial,WA,98098
ff11c833-ce57-2b57-40f3-8a8118f360bd,e5975cc2-623d-700a-08ef-4a184bb574de,JLT59K8HATP36M18J,Toyota,RAV4,2013,SUV,Medium,Personal,CA,94871
18958d71-ae1f-ed4d-3f82-7237848f16e9,a249476f-2053-2fee-a860-f1bd87322bd5,36SK8ZHWZKHZPAJTY,Chevrolet,Malibu,2012,Sedan,Low,Personal,AZ,85091
c60aece1-9e83-5e96-1f98-f6934734293d,2306bb72-4ec6-3911-38c8-01b2b09f8885,3NLEWM0BS5Y29F7XJ,Ford,Escape,2013,Sedan,Low,Personal,OR,97187
c10ffd28-ea59-b7c2-7033-826896b965f4,99cbab8d-ce82-580e-6854-2c225318b815,T38PEWMB3LUBA3EAH,Ford,Escape,2020,SUV,Low,Personal,AZ,85248
0e4b79d8-7367-a213-2537-3826e9ed179e,a4870486-2542-d1b2-5ae1-8fb4042ed673,S1S3HF7PPHVYSS3BX,Ford,Maverick,2013,Sedan,Medium,Personal,NV,89061
fbef670c-df70-c61c-7dd6-491bf376cb8e,f7dc9d28-879e-e5c7-f916-6cc6ddd3114d,9WW6RDUB7S00J1PDE,Subaru,Outback,2012,SUV,Medium,Commercial,AZ,85063
2e0b9b4f-83b8-ce5f-0874-102898a08a96,a64b8951-2ff7-980b-c1da-a962d57532be,XZ3M71DTFMKCTGZ1Z,Honda,Accord,2016,SUV,Low,Personal,AZ,85013
9ba2e536-0da5-0971-2bd9-85b2045a55c3,c21dd328-95b4-488b-f4b8-78c7e5c83a2a,N4BX1AWB4GXAL3UZJ,Subaru,Forester,2018,Sedan,Medium,Personal,AZ,85277
c2d1e699-b895-3d4a-bd2e-dcc9fa446ca6,b209440e-834e-02b1-9c05-00ee7ccf436a,LKJ70XTYW35ZWKF6S,Chevrolet,Malibu,2010,SUV,High,Commercial,AZ,85235
f9ac3a96-c018-88d5-a3d7-fb8b3b02f1ab,78420d80-01b2-3292-77ec-789b84f9fcfe,PH087WY58TY6W7JNF,Toyota,RAV4,2016,SUV,Medium,Personal,NV,88936
0a6fc968-70c5-4468-361d-9235a8ac330e,f5f344ad-163f-161b-ccd5-963e5907e28a,9SZCJPNRFTFXKL9TZ,Ford,Maverick,2020,Sedan,Medium,Personal,CA,94607
1f0ad751-dbc3-b953-3529-611ada8e0600,035a6adb-9bcf-cd19-502e-5ff17e91880d,ESG07BUJ72WEYBP5Z,Honda,Accord,2013,Truck,Medium,Commercial,OR,97072
c3849d08-e32b-3241-432f-13b18af08bb8,04fc9865-6d86-b767-d6cc-4be6ba91a1fd,ZG05A2K3JZXNFC4Z4,Subaru,Forester,2013,SUV,Medium,Personal,WA,98160
dd86a567-e143-8286-3fda-7819bfff6a86,5b08a484-615a-74b7-3487-928cece25e17,5LLRSSSXMEEC2J925,Ford,Escape,2016,Sedan,Medium,Personal,AZ,85085
bc067146-7e44-3662-8c66-68549c7fec25,f655d1b4-84ca-0e4e-7f55-ddc092ee1223,18YA3M0TN35D21MJC,Chevrolet,Malibu,2022,SUV,Medium,Personal,OR,97082
5f1f29c8-5dea-d84e-3424-74370ec5355e,501122a4-1b01-92b2-3ac1-3e3cb772aada,1MGAKWLK8ZK3C91RM,Toyota,Prius,2013,Truck,Medium,Commercial,AZ,85037
c13960f3-7309-3792-5b7f-cdf1aaa1c89c,7c9e261b-f12f-cc39-8037-c18e0ee7283f,UDFFRSRG37BFRSE0N,Honda,Civic,2012,SUV,Medium,Personal,WA,98087
c66b3190-9217-5913-3536-ede55614a3fc,4b0fa7f5-6d64-a28d-915a-c92358148d54,9BCGSFCF623EGYBN8,Honda,Accord,2023,Sedan,Medium,Personal,OR,97192
2ef9fa70-6c7c-5c64-caab-758dc6d7b4a5,8c9f5a22-d991-a193-b5dd-3635f40e2806,A1L2AECEYK8VME8HG,Toyota,Camry,2019,SUV,Low,Personal,CA,94885
c50f65ab-78eb-e5b8-f706-298a8d4d706e,f6fcedba-c2b8-3e92-c254-44c5257193a9,VJT883246X9ZULYT2,Ford,Focus,2016,SUV,Medium,Personal,NV,89134
a11abb68-6cbf-0ca2-b00c-37829efbe417,24191e4d-a9a5-3581-d72b-c04761bf048c,4TBSUYEPTD6RH1FS5,Honda,CR-V,2015,SUV,Medium,Personal,CA,94616
1cf1ae1d-f60d-dc6c-0ab8-f2c9ee3c557e,8c315534-ed35-a7fb-5aad-c090c6816146,N53589FMN6KWDATXR,Subaru,Outback,2024,Sedan,Low,Personal,NV,89077
d0a17749-69dd-6774-94df-0a53c05578e0,29bc007c-2457-c476-307c-138f1d805dd1,EAMG4JZW5JXSDTUUM,Toyota,Prius,2015,SUV,Medium,Personal,OR,97100
1556c984-0475-5f81-c8d7-d6f6939db1e0,9f5a18c5-bdaa-97a1-1f17-12f575f0e9c2,6B0HJJKU9HLRZ9RMG,Ford,Maverick,2014,Sedan,Low,Personal,WA,98336
2db7a1e7-31a8-9607-a6e6-0f212808fbd5,39707c5e-2769-f4e3-ab9e-ae2001ab7943,YS5HMETLLGB4DWXXY,Chevrolet,Malibu,2019,SUV,Medium,Personal,NV,88911
ac61fbca-83be-9aff-2140-08e0573a4c22,9545cac9-a838-7b06-ccdf-8e3bfab87832,TUCZDAETSYVLT9KYD,Subaru,Forester,2020,Truck,High,Commercial,WA,98427
134ca96b-acc8-30b5-1944-0a652a759674,a5fcabb7-d812-26eb-6608-d0ae88516cb7,AMSG3WPRNJD783LRY,Ford,Escape,2019,Truck,Medium,Commercial,CA,94701
ce672220-6a04-52d6-e1b9-eaf01fa91010,ae41b0ad-6f2a-8025-9f4a-356be6b6e3c0,4WD3KBV8DBC8RWDX3,Toyota,Camry,2010,SUV,Medium,Personal,OR,97271
2f7178bf-3d15-9e22-1f11-9b54ddba508b,75e27906-5ee6-bbc6-d4bc-e81e511a978f,25N8T4MD4WV2SCA0W,Honda,Accord,2010,SUV,Low,Personal,CA,94907
997f74c4-bb54-a982-1426-067afdebc1c5,ba37f9ef-370c-1e6a-08b3-8b67eb38d108,HB26CPZFREGXPG0M7,Chevrolet,Trax,2024,SUV,Medium,Commercial,WA,98193
713b982f-0600-4544-ebb0-9ff90e666eed,be271719-9701-094e-8fd4-67f4f25109de,H4L6E08Y0NLUZEDF2,Toyota,Camry,2022,SUV,High,Commercial,OR,97442
98a6161b-be0a-390f-da9b-7cbdbf3a3cb9,154af4c7-1999-360f-467d-598c0beb32fa,KZ741YWASCE03A729,Ford,Maverick,2012,SUV,Medium,Commercial,NV,89110
4a8407c2-77da-76d9-c5b2-d4f6bffaf33e,45095bab-f7f5-eecf-01de-b8b8efe4fea1,MH4SN5SYBWPZR9PJM,Chevrolet,Malibu,2022,SUV,Low,Personal,WA,98070
428216bc-9a92-9ada-8292-a7d922946f60,e05be7c2-511d-f7a1-4096-0d0790e97c72,W41EX7SN1J22RZ626,Subaru,Outback,2009,Truck,Medium,Commercial,AZ,85243
ecc736e4-072c-b9ff-8b50-cc9d8c470a08,9fae2b7c-9aa1-76f5-8b6c-726e79e7bacd,PPTVX4U9Z0CERCH6X,Honda,Civic,2021,SUV,High,Commercial,CA,94681
f1fbacce-4b49-a084-11ff-3ce256c59bf4,d7d3197b-7dd8-6892-cd08-807d56d1db71,K8AT67HH2L7Y9EZ8K,Subaru,Forester,2015,SUV,High,Commercial,NV,89050
dd65ae24-bb84-1ca6-db3e-17a3342643fa,5a4a49ba-2fae-9f67-a982-8f197225434a,LTEEM2YFRXRCV2CP1,Ford,Maverick,2011,Truck,High,Commercial,NV,88912
9800ba7a-f03e-b139-d2b3-f0cf638d85ee,a7c10978-2802-ea01-9fc3-8c55f40e05c7,18AX88YR0P177HAGB,Ford,Focus,2012,Sedan,Low,Personal,NV,88942
7c3d80ba-8e67-1dc5-d6aa-1bc04a4e3e5f,9710fa6e-0bca-85a3-c2e9-6b166c71f372,4AC4JEHLX0CVJXXAL,Ford,Focus,2017,Sedan,Low,Personal,CA,94893
86c9a27e-59a1-97d9-9eeb-ea646891e280,141cc2af-ddc9-f384-3325-c7744d83d811,J6K9T9BXMT5E35EWU,Ford,Focus,2024,SUV,Low,Personal,NV,88993
f304a4d2-21c7-e863-c675-8d4774dc9a25,a2b35f7a-1705-aee7-2fd0-eb5074ffb4e0,373RRF3HXE56VV3KL,Honda,CR-V,2014,Sedan,Low,Personal,WA,98177
ded53bc3-f5b6-4c5b-b39f-4c10eb15a205,ef970d63-1aa6-ec0f-c639-95b45a9bb7d8,97T2G02NSF1B6FV50,Ford,Maverick,2016,SUV,Low,Personal,OR,97172
